epoch,train_loss,learning_rate,train_acc,test_acc,Training_time,Model,Nb_parameters
1,2.306,0.1,13.66,22.80,0:48:49.148876,VGG,14728266
2,1.936,0.09999383162408304,22.74,28.36
3,1.683,0.09997532801828658,34.79,38.12
4,1.472,0.09994449374809851,46.31,43.25
5,1.299,0.09990133642141359,54.28,47.33
6,1.180,0.09984586668665642,59.12,56.26
7,1.118,0.09977809823015402,61.87,56.84
8,1.084,0.09969804777275901,63.50,48.63
9,1.055,0.09960573506572391,64.59,50.54
10,1.029,0.09950118288582789,65.82,55.29
11,1.014,0.09938441702975691,66.44,55.69
12,1.002,0.09925546630773871,67.44,61.64
13,0.979,0.09911436253643445,67.96,63.44
14,0.982,0.0989611405310883,68.03,66.35
15,0.962,0.09879583809693739,68.51,65.89
16,0.954,0.09861849601988384,69.01,71.41
17,0.961,0.09842915805643157,68.85,64.62
18,0.947,0.09822787092288993,69.25,68.51
19,0.945,0.09801468428384717,69.25,64.01
20,0.930,0.09778965073991652,69.90,63.70
21,0.925,0.0975528258147577,69.96,68.99
22,0.927,0.09730426794137728,69.96,71.11
23,0.914,0.09704403844771128,70.32,58.14
24,0.905,0.09677220154149338,70.40,71.08
25,0.902,0.09648882429441258,70.66,63.95
26,0.901,0.09619397662556435,70.80,67.39
27,0.897,0.09588773128419906,70.96,68.90
28,0.885,0.09557016383177226,71.15,61.04
29,0.898,0.09524135262330098,70.81,59.33
30,0.886,0.09490137878803079,71.11,66.56
