epoch,train_loss,learning_rate,train_acc,test_acc,Training_time,Model,Nb_parameters
1,1.766,0.1,35.33,47.94,3:07:28.165813,DenseNet,6956298
2,1.239,0.09999383162408304,55.38,62.41
3,1.040,0.09997532801828658,63.20,63.10
4,0.965,0.09994449374809851,66.02,56.78
5,0.914,0.09990133642141359,67.86,62.46
6,0.855,0.09984586668665642,70.42,64.16
7,0.811,0.09977809823015402,72.03,69.39
8,0.790,0.09969804777275901,72.63,68.70
9,0.770,0.09960573506572391,73.57,68.88
10,0.756,0.09950118288582789,73.84,74.45
11,0.746,0.09938441702975691,74.55,63.29
12,0.739,0.09925546630773871,74.36,73.52
13,0.738,0.09911436253643445,74.69,67.67
14,0.735,0.0989611405310883,74.68,68.92
15,0.732,0.09879583809693739,74.78,71.83
16,0.728,0.09861849601988384,74.92,72.55
17,0.725,0.09842915805643157,75.07,68.60
18,0.722,0.09822787092288993,75.16,66.68
19,0.718,0.09801468428384717,75.27,67.54
20,0.720,0.09778965073991652,75.21,70.77
21,0.714,0.0975528258147577,75.49,73.81
22,0.712,0.09730426794137728,75.46,66.53
23,0.707,0.09704403844771128,75.58,69.38
24,0.710,0.09677220154149338,75.60,74.10
25,0.704,0.09648882429441258,75.95,67.44
26,0.712,0.09619397662556435,75.56,68.81
27,0.711,0.09588773128419906,75.40,74.89
28,0.705,0.09557016383177226,75.87,67.70
29,0.699,0.09524135262330098,76.06,72.32
30,0.706,0.09490137878803079,75.78,74.77
30,0.706,0.09490137878803079,75.78,74.77
