epoch,train_loss,learning_rate,train_acc,test_acc,Training_time,Model,Nb_parameters
1,1.947,0.1,29.23,40.05,0:45:34.334279,ResNet,11173962
2,1.469,0.09999383162408304,46.55,49.15
3,1.133,0.09997532801828658,59.82,60.66
4,0.942,0.09994449374809851,67.35,61.07
5,0.856,0.09990133642141359,70.68,69.14
6,0.812,0.09984586668665642,71.99,73.02
7,0.784,0.09977809823015402,72.99,70.03
8,0.766,0.09969804777275901,73.76,67.61
9,0.744,0.09960573506572391,74.31,70.22
10,0.737,0.09950118288582789,74.73,65.39
11,0.736,0.09938441702975691,74.81,69.18
12,0.716,0.09925546630773871,75.71,65.99
13,0.713,0.09911436253643445,75.68,73.24
14,0.705,0.0989611405310883,75.94,72.42
15,0.704,0.09879583809693739,75.84,73.01
16,0.700,0.09861849601988384,76.36,66.63
17,0.697,0.09842915805643157,76.08,72.11
18,0.690,0.09822787092288993,76.42,71.98
19,0.693,0.09801468428384717,76.34,76.16
20,0.689,0.09778965073991652,76.62,67.29
21,0.687,0.0975528258147577,76.48,73.65
22,0.685,0.09730426794137728,76.47,70.19
23,0.677,0.09704403844771128,76.67,74.93
24,0.680,0.09677220154149338,76.63,74.36
25,0.670,0.09648882429441258,77.24,69.33
26,0.674,0.09619397662556435,77.04,66.82
27,0.676,0.09588773128419906,77.01,73.97
28,0.669,0.09557016383177226,77.17,72.92
29,0.667,0.09524135262330098,77.15,69.04
30,0.667,0.09490137878803079,77.21,69.85

